test_id,test_name,model,carrier,family_id,probe_class,pass,is_infra_error,expected_result
250,QS026B,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,FALSE
250,QS026B,google/gemma-4-e2b,baseline,QS-FA26,quant-scope,1,0,FALSE
251,QS027A,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,1,0,TRUE
251,QS027A,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,0,0,TRUE
251,QS027A,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,1,0,TRUE
251,QS027A,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,1,0,TRUE
251,QS027A,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,1,0,TRUE
251,QS027A,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,1,0,TRUE
252,QS027B,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,1,0,FALSE
252,QS027B,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,1,0,FALSE
252,QS027B,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,1,0,FALSE
252,QS027B,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,1,0,FALSE
252,QS027B,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,1,0,FALSE
252,QS027B,google/gemma-4-e2b,baseline,QS-FA27,quant-scope,1,0,FALSE
253,QS028A,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,TRUE
253,QS028A,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,TRUE
253,QS028A,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,TRUE
253,QS028A,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,TRUE
253,QS028A,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,TRUE
253,QS028A,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,TRUE
254,QS028B,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,FALSE
254,QS028B,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,FALSE
254,QS028B,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,FALSE
254,QS028B,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,FALSE
254,QS028B,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,FALSE
254,QS028B,google/gemma-4-e2b,baseline,QS-FA28,quant-scope,1,0,FALSE
255,QS029A,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,1,0,TRUE
255,QS029A,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,0,0,TRUE
255,QS029A,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,0,0,TRUE
255,QS029A,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,0,0,TRUE
255,QS029A,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,0,0,TRUE
255,QS029A,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,0,0,TRUE
256,QS029B,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,1,0,FALSE
256,QS029B,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,1,0,FALSE
256,QS029B,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,1,0,FALSE
256,QS029B,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,1,0,FALSE
256,QS029B,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,1,0,FALSE
256,QS029B,google/gemma-4-e2b,baseline,QS-FA29,quant-scope,1,0,FALSE
257,QS030A,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,1,0,TRUE
257,QS030A,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,0,0,TRUE
257,QS030A,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,0,0,TRUE
257,QS030A,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,0,0,TRUE
257,QS030A,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,0,0,TRUE
257,QS030A,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,0,0,TRUE
258,QS030B,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,1,0,FALSE
258,QS030B,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,1,0,FALSE
258,QS030B,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,1,0,FALSE
258,QS030B,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,1,0,FALSE
258,QS030B,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,1,0,FALSE
258,QS030B,google/gemma-4-e2b,baseline,QS-FA30,quant-scope,1,0,FALSE
259,QS031A,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,TRUE
259,QS031A,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,TRUE
259,QS031A,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,TRUE
259,QS031A,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,TRUE
259,QS031A,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,TRUE
259,QS031A,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,TRUE
260,QS031B,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,FALSE
260,QS031B,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,FALSE
260,QS031B,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,FALSE
260,QS031B,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,FALSE
260,QS031B,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,FALSE
260,QS031B,google/gemma-4-e2b,baseline,QS-FA31,quant-scope,1,0,FALSE
261,QS032A,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,1,0,TRUE
261,QS032A,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,0,0,TRUE
261,QS032A,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,0,0,TRUE
261,QS032A,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,0,0,TRUE
261,QS032A,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,0,0,TRUE
261,QS032A,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,0,0,TRUE
262,QS032B,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,1,0,FALSE
262,QS032B,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,1,0,FALSE
262,QS032B,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,1,0,FALSE
262,QS032B,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,1,0,FALSE
262,QS032B,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,1,0,FALSE
262,QS032B,google/gemma-4-e2b,baseline,QS-FA32,quant-scope,1,0,FALSE
263,QS033A,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,1,0,TRUE
263,QS033A,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,0,0,TRUE
263,QS033A,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,0,0,TRUE
263,QS033A,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,0,0,TRUE
263,QS033A,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,0,0,TRUE
263,QS033A,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,0,0,TRUE
264,QS033B,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,1,0,FALSE
264,QS033B,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,1,0,FALSE
264,QS033B,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,1,0,FALSE
264,QS033B,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,1,0,FALSE
264,QS033B,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,1,0,FALSE
264,QS033B,google/gemma-4-e2b,baseline,QS-FA33,quant-scope,1,0,FALSE
265,QS034A,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,1,0,TRUE
265,QS034A,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,0,0,TRUE
265,QS034A,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,1,0,TRUE
265,QS034A,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,1,0,TRUE
265,QS034A,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,1,0,TRUE
265,QS034A,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,1,0,TRUE
266,QS034B,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,1,0,FALSE
266,QS034B,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,1,0,FALSE
266,QS034B,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,1,0,FALSE
266,QS034B,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,1,0,FALSE
266,QS034B,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,1,0,FALSE
266,QS034B,google/gemma-4-e2b,baseline,QS-FA34,quant-scope,1,0,FALSE
267,QS035A,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,TRUE
267,QS035A,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,TRUE
267,QS035A,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,TRUE
267,QS035A,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,TRUE
267,QS035A,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,TRUE
267,QS035A,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,TRUE
268,QS035B,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,FALSE
268,QS035B,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,FALSE
268,QS035B,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,FALSE
268,QS035B,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,FALSE
268,QS035B,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,FALSE
268,QS035B,google/gemma-4-e2b,baseline,QS-FA35,quant-scope,1,0,FALSE
269,QS036A,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,TRUE
269,QS036A,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,TRUE
269,QS036A,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,TRUE
269,QS036A,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,TRUE
269,QS036A,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,TRUE
269,QS036A,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,TRUE
270,QS036B,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,FALSE
270,QS036B,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,FALSE
270,QS036B,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,FALSE
270,QS036B,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,FALSE
270,QS036B,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,FALSE
270,QS036B,google/gemma-4-e2b,baseline,QS-FA36,quant-scope,1,0,FALSE
271,QS037A,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,TRUE
271,QS037A,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,TRUE
271,QS037A,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,TRUE
271,QS037A,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,TRUE
271,QS037A,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,TRUE
271,QS037A,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,TRUE
272,QS037B,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,FALSE
272,QS037B,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,FALSE
272,QS037B,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,FALSE
272,QS037B,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,FALSE
272,QS037B,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,FALSE
272,QS037B,google/gemma-4-e2b,baseline,QS-FA37,quant-scope,1,0,FALSE
273,QS038A,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,1,0,TRUE
273,QS038A,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,0,0,TRUE
273,QS038A,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,0,0,TRUE
273,QS038A,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,0,0,TRUE
273,QS038A,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,0,0,TRUE
273,QS038A,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,0,0,TRUE
274,QS038B,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,1,0,FALSE
274,QS038B,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,1,0,FALSE
274,QS038B,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,1,0,FALSE
274,QS038B,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,1,0,FALSE
274,QS038B,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,1,0,FALSE
274,QS038B,google/gemma-4-e2b,baseline,QS-FA38,quant-scope,1,0,FALSE
275,QS039A,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,1,0,TRUE
275,QS039A,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,0,0,TRUE
275,QS039A,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,0,0,TRUE
275,QS039A,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,0,0,TRUE
275,QS039A,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,0,0,TRUE
275,QS039A,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,0,0,TRUE
276,QS039B,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,1,0,FALSE
276,QS039B,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,1,0,FALSE
276,QS039B,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,1,0,FALSE
276,QS039B,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,1,0,FALSE
276,QS039B,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,1,0,FALSE
276,QS039B,google/gemma-4-e2b,baseline,QS-FA39,quant-scope,1,0,FALSE
277,QS040A,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,TRUE
277,QS040A,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,TRUE
277,QS040A,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,TRUE
277,QS040A,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,TRUE
277,QS040A,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,TRUE
277,QS040A,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,TRUE
278,QS040B,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,FALSE
278,QS040B,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,FALSE
278,QS040B,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,FALSE
278,QS040B,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,FALSE
278,QS040B,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,FALSE
278,QS040B,google/gemma-4-e2b,baseline,QS-FA40,quant-scope,1,0,FALSE
279,QS041A,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,TRUE
279,QS041A,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,TRUE
279,QS041A,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,TRUE
279,QS041A,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,TRUE
279,QS041A,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,TRUE
279,QS041A,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,TRUE
280,QS041B,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,FALSE
280,QS041B,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,FALSE
280,QS041B,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,FALSE
280,QS041B,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,FALSE
280,QS041B,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,FALSE
280,QS041B,google/gemma-4-e2b,baseline,QS-FA41,quant-scope,1,0,FALSE
281,QS042A,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,0,0,TRUE
281,QS042A,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,1,0,TRUE
281,QS042A,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,1,0,TRUE
281,QS042A,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,1,0,TRUE
281,QS042A,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,1,0,TRUE
281,QS042A,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,1,0,TRUE
282,QS042B,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,1,0,FALSE
282,QS042B,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,1,0,FALSE
282,QS042B,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,1,0,FALSE
282,QS042B,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,1,0,FALSE
282,QS042B,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,1,0,FALSE
282,QS042B,google/gemma-4-e2b,baseline,QS-FA42,quant-scope,1,0,FALSE
283,QS043A,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,1,0,TRUE
283,QS043A,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,0,0,TRUE
283,QS043A,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,0,0,TRUE
283,QS043A,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,0,0,TRUE
283,QS043A,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,0,0,TRUE
283,QS043A,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,0,0,TRUE
284,QS043B,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,1,0,FALSE
284,QS043B,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,1,0,FALSE
284,QS043B,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,1,0,FALSE
284,QS043B,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,1,0,FALSE
284,QS043B,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,1,0,FALSE
284,QS043B,google/gemma-4-e2b,baseline,QS-FA43,quant-scope,1,0,FALSE
285,QS044A,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,0,0,TRUE
285,QS044A,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,1,0,TRUE
285,QS044A,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,1,0,TRUE
285,QS044A,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,1,0,TRUE
285,QS044A,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,1,0,TRUE
285,QS044A,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,1,0,TRUE
286,QS044B,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,1,0,FALSE
286,QS044B,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,1,0,FALSE
286,QS044B,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,1,0,FALSE
286,QS044B,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,1,0,FALSE
286,QS044B,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,1,0,FALSE
286,QS044B,google/gemma-4-e2b,baseline,QS-FA44,quant-scope,1,0,FALSE
287,QS045A,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,1,0,TRUE
287,QS045A,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,0,0,TRUE
287,QS045A,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,0,0,TRUE
287,QS045A,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,0,0,TRUE
287,QS045A,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,0,0,TRUE
287,QS045A,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,0,0,TRUE
288,QS045B,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,1,0,FALSE
288,QS045B,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,1,0,FALSE
288,QS045B,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,1,0,FALSE
288,QS045B,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,1,0,FALSE
288,QS045B,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,1,0,FALSE
288,QS045B,google/gemma-4-e2b,baseline,QS-FA45,quant-scope,1,0,FALSE
289,QS046A,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,TRUE
289,QS046A,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,TRUE
289,QS046A,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,TRUE
289,QS046A,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,TRUE
289,QS046A,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,TRUE
289,QS046A,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,TRUE
290,QS046B,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,FALSE
290,QS046B,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,FALSE
290,QS046B,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,FALSE
290,QS046B,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,FALSE
290,QS046B,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,FALSE
290,QS046B,google/gemma-4-e2b,baseline,QS-FA46,quant-scope,1,0,FALSE
291,QS047A,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,TRUE
291,QS047A,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,TRUE
291,QS047A,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,TRUE
291,QS047A,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,TRUE
291,QS047A,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,TRUE
291,QS047A,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,TRUE
292,QS047B,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,FALSE
292,QS047B,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,FALSE
292,QS047B,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,FALSE
292,QS047B,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,FALSE
292,QS047B,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,FALSE
292,QS047B,google/gemma-4-e2b,baseline,QS-FA47,quant-scope,1,0,FALSE
293,QS048A,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,0,0,TRUE
293,QS048A,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,1,0,TRUE
293,QS048A,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,1,0,TRUE
293,QS048A,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,1,0,TRUE
293,QS048A,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,1,0,TRUE
293,QS048A,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,1,0,TRUE
294,QS048B,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,1,0,FALSE
294,QS048B,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,1,0,FALSE
294,QS048B,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,1,0,FALSE
294,QS048B,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,1,0,FALSE
294,QS048B,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,1,0,FALSE
294,QS048B,google/gemma-4-e2b,baseline,QS-FA48,quant-scope,1,0,FALSE
295,QS049A,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,0,0,TRUE
295,QS049A,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,1,0,TRUE
295,QS049A,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,1,0,TRUE
295,QS049A,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,1,0,TRUE
295,QS049A,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,1,0,TRUE
295,QS049A,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,1,0,TRUE
296,QS049B,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,1,0,FALSE
296,QS049B,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,1,0,FALSE
296,QS049B,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,1,0,FALSE
296,QS049B,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,1,0,FALSE
296,QS049B,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,1,0,FALSE
296,QS049B,google/gemma-4-e2b,baseline,QS-FA49,quant-scope,1,0,FALSE
297,QS050A,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,0,0,TRUE
297,QS050A,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,1,0,TRUE
297,QS050A,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,1,0,TRUE
297,QS050A,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,1,0,TRUE
297,QS050A,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,1,0,TRUE
297,QS050A,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,1,0,TRUE
298,QS050B,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,1,0,FALSE
298,QS050B,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,1,0,FALSE
298,QS050B,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,1,0,FALSE
298,QS050B,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,1,0,FALSE
298,QS050B,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,1,0,FALSE
298,QS050B,google/gemma-4-e2b,baseline,QS-FA50,quant-scope,1,0,FALSE
299,QS051A,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,TRUE
299,QS051A,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,TRUE
299,QS051A,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,TRUE
299,QS051A,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,TRUE
299,QS051A,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,TRUE
299,QS051A,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,TRUE
300,QS051B,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,FALSE
300,QS051B,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,FALSE
300,QS051B,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,FALSE
300,QS051B,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,FALSE
300,QS051B,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,FALSE
300,QS051B,google/gemma-4-e2b,baseline,QS-FA51,quant-scope,1,0,FALSE
301,QS052A,google/gemma-4-e2b,baseline,QS-FA52,quant-scope,0,0,TRUE
301,QS052A,google/gemma-4-e2b,baseline,QS-FA52,quant-scope,0,0,TRUE
301,QS052A,google/gemma-4-e2b,baseline,QS-FA52,quant-scope,0,0,TRUE
301,QS052A,google/gemma-4-e2b,baseline,QS-FA52,quant-scope,0,0,TRUE
301,QS052A,google/gemma-4-e2b,baseline,QS-FA52,quant-scope,0,0,TRUE
301,QS052A,google/gemma-4-e2b,baseline,QS-FA52,quant-scope,0,0,TRUE
302,QS052B,google/gemma-4-e2b,baseline,QS-FA52,quant-scope,1,0,FALSE
302,QS052B,google/gemma-4-e2b,baseline,QS-FA52,quant-scope,1,0,FALSE
